ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
E33270,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,ＮＣＢキャピタル株式会社,,エヌシービーキャピタルカブシキカイシャ,福岡市博多区下川端町２番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,2290001068733
E33271,内国法人・組合（有価証券報告書等の提出義務者以外）,,,48,,株式会社ヤマノビューティケミカル,,カブシキカイシャヤマノビューティケミカル,八潮市南後谷２００番地１１,内国法人・組合（有価証券報告書等の提出義務者以外）,,5011001030278
E33272,内国法人・組合,上場,有,180,9月末日,株式会社ツナグ・ソリューションズ,TSUNAGU SOLUTIONS Inc.,カブシキガイシャツナグソリューションズ,千代田区有楽町一丁目１番３号,サービス業,65510,8010001107240
E33278,内国法人・組合（有価証券報告書等の提出義務者以外）,,,50,,アセットデザイン株式会社,,アセットデザインカブシキカイシャ,港区麻布台１－１１－１０　日総第２２ビル７階,内国法人・組合（有価証券報告書等の提出義務者以外）,,5010001078625
E33279,個人（組合発行者を除く）,,,,,髙垣　晴雄,,タカガキ　ハルオ,,個人（組合発行者を除く）,,
E33280,個人（組合発行者を除く）,,,,,水谷清吉相続人代表　水谷　邦照,,ミズタニセイキチソウゾクニンダイヒョウ　ミズタニ　クニテル,,個人（組合発行者を除く）,,
E33282,内国法人・組合,上場,無,697,7月末日,株式会社シルバーライフ,"SILVER LIFE CO., LTD.",カブシキカイシャシルバーライフ,新宿区西新宿４－３２－４　ハイネスロフティ２階,卸売業,92620,7010901028669
E33283,内国法人・組合（有価証券報告書等の提出義務者以外）,,,50,,株式会社大洋システムテクノロジー,,タイヨウシステムテクノロジー,横浜市西区みなとみらい二丁目３番５号,内国法人・組合（有価証券報告書等の提出義務者以外）,,
E33284,個人（組合発行者を除く）,,,,,正垣　泰彦,,ショウガキ　ヤスヒコ,,個人（組合発行者を除く）,,
E33285,外国法人・組合（有価証券報告書等の提出義務者以外）,,,52,,Ｆｕｊｉｗａｒａ　Ｖｉｅｔｂｒｉｄｇｅ　Ｃａｐｉｔａｌ　Ａｄｖｉｓｏｒｓ　Ｐｔｅ．Ｌｔｄ．,,フジワラ　ヴェトブリッジ　キャピタル　アドバイザーズ　ピーティーイー　エルティーディー,３５０　Ｏｒｃｈａｒｄ　Ｒｏａｄ，＃１９－０２　Ｓｈａｗ　Ｈｏｕｓｅ，Ｓｉｎｇａｐｏｒｅ，２３８８６８,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33286,個人（組合発行者を除く）,,,,,千本　倖生,,センモト　サチオ,,個人（組合発行者を除く）,,
E33288,個人（組合発行者を除く）,,,,,福嶋　康博,,フクシマ　ヤスヒロ,,個人（組合発行者を除く）,,
E33290,個人（組合発行者を除く）,,,,,松岡　光子,,マツオカ　ミツコ,,個人（組合発行者を除く）,,
E33293,内国法人・組合（有価証券報告書等の提出義務者以外）,,,30,,アドミラルキャピタル株式会社,,アドミラルキャピタルカブシキガイシャ,千代田区内幸町一丁目３番３号,内国法人・組合（有価証券報告書等の提出義務者以外）,,5010401062170
E33294,内国法人・組合,上場,有,553,1月31日,株式会社ＳＫＩＹＡＫＩ,SKIYAKI Inc.,カブシキガイシャスキヤキ,渋谷区道玄坂１丁目１４番６号,情報・通信業,39950,1011001059701
E33295,内国法人・組合,上場,有,50,12月31日,ソウルドアウト株式会社,"SoldOut, Inc.",ソウルドアウトカブシキガイシャ,千代田区神田駿河台三丁目４番地,サービス業,65530,5010001129394
E33296,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,公益財団法人Ｉ－Ｏ　ＤＡＴＡ財団,,コウエキザイダンホウジンアイオーデータザイダン,金沢市桜田町三丁目１０番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,6220005008143
E33298,個人（組合発行者を除く）,,,,,小川　雄介,,オガワ　ユウスケ,,個人（組合発行者を除く）,,
E33300,外国法人・組合（有価証券報告書等の提出義務者以外）,,,230,,ＬＬＢ　Ｆｕｎｄ　Ｓｅｒｖｉｃｅｓ　Ａｋｔｉｅｎｇｅｓｅｌｌｓｃｈａｆｔ,,エルエルビーファンドサービシーズアクツィエンゲゼルシャフト,リヒテンシュタイン公国９４９０ファドゥーツ市オイレ通り８０番地,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33301,個人（組合発行者を除く）,,,,,坂田　潤一,,サカタ　ジュンイチ,,個人（組合発行者を除く）,,
E33302,内国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,合同会社原田商店,,ゴウドウカイシャハラダショウテン,津山市小原１６２－１７,内国法人・組合（有価証券報告書等の提出義務者以外）,,1260003001324
E33303,個人（組合発行者を除く）,,,,,佐俣　安理,,サマタ　アンリ,,個人（組合発行者を除く）,,
E33305,内国法人・組合,上場,無,342,12月31日,ユニフォームネクスト株式会社,"UNIFORM NEXT CO., LTD.",ユニフォームネクストカブシキガイシャ,福井市八重巻町２５号８１番地,小売業,35660,2210001004332
E33306,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10000,,東芝インフラシステムズ株式会社,,トウシバインフラシステムズカブシキカイシャ,川崎市幸区堀川町７２番地３４,内国法人・組合（有価証券報告書等の提出義務者以外）,,2011101014084
E33307,外国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,ラサール・インベストメント・マネジメント・セキュリティーズ・エルエルシー,,ラサールインベストメントマネジメントセキュリティーズエルエルシー,米国　２１２０２　メリーランド州、ボルチモア、イースト・プラット・ストリート１００,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33308,個人（組合発行者を除く）,,,,,三輪　亮治,,ミワ　リョウジ,,個人（組合発行者を除く）,,
E33309,外国法人・組合（有価証券報告書等の提出義務者以外）,,,27,,３Ｄ　Ｉｎｖｅｓｔｍｅｎｔ　Ｐａｒｔｎｅｒｓ　Ｐｔｅ．　Ｌｔｄ．,,スリーディーインベストメントパートナーズピーティーイーエルティーディー,シンガポール共和国１７９１０１、ノースブリッジロード２５０、＃１３－０１ラッフルズシティタワー,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33310,個人（組合発行者を除く）,,,,,三輪　幸太郎,,ミワ　コウタロウ,,個人（組合発行者を除く）,,
E33312,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,芙蓉土地建物株式会社,,フヨウトチタテモノカブシキガイシャ,大阪市北区茶屋町８番２１－３００４号,内国法人・組合（有価証券報告書等の提出義務者以外）,,5120001088737
E33313,内国法人・組合,上場,有,84,7月末日,株式会社クロスフォー,"Crossfor Co.,Ltd",カブシキカイシャクロスフォー,甲府市国母７－１１－４,その他製品,78100,1090001001062
E33314,個人（組合発行者を除く）,,,,,八尾浩嗣,,ヤオヒロシ,,個人（組合発行者を除く）,,
